"GEO_ID","NAME","H10_001N","H10_001NA","H10_002N","H10_002NA","H10_003N","H10_003NA","H10_004N","H10_004NA","H10_005N","H10_005NA","H10_006N","H10_006NA","H10_007N","H10_007NA","H10_008N","H10_008NA","H10_009N","H10_009NA","H10_010N","H10_010NA","H10_011N","H10_011NA","H10_012N","H10_012NA","H10_013N","H10_013NA","H10_014N","H10_014NA","H10_015N","H10_015NA","H10_016N","H10_016NA","H10_017N","H10_017NA",
"Geography","Geographic Area Name"," !!Total:","Annotation of  !!Total:"," !!Total:!!Owner occupied:","Annotation of  !!Total:!!Owner occupied:"," !!Total:!!Owner occupied:!!Householder who is White alone","Annotation of  !!Total:!!Owner occupied:!!Householder who is White alone"," !!Total:!!Owner occupied:!!Householder who is Black or African American alone","Annotation of  !!Total:!!Owner occupied:!!Householder who is Black or African American alone"," !!Total:!!Owner occupied:!!Householder who is American Indian and Alaska Native alone","Annotation of  !!Total:!!Owner occupied:!!Householder who is American Indian and Alaska Native alone"," !!Total:!!Owner occupied:!!Householder who is Asian alone","Annotation of  !!Total:!!Owner occupied:!!Householder who is Asian alone"," !!Total:!!Owner occupied:!!Householder who is Native Hawaiian and Other Pacific Islander alone","Annotation of  !!Total:!!Owner occupied:!!Householder who is Native Hawaiian and Other Pacific Islander alone"," !!Total:!!Owner occupied:!!Householder who is Some Other Race alone","Annotation of  !!Total:!!Owner occupied:!!Householder who is Some Other Race alone"," !!Total:!!Owner occupied:!!Householder who is Two or More Races","Annotation of  !!Total:!!Owner occupied:!!Householder who is Two or More Races"," !!Total:!!Renter occupied:","Annotation of  !!Total:!!Renter occupied:"," !!Total:!!Renter occupied:!!Householder who is White alone","Annotation of  !!Total:!!Renter occupied:!!Householder who is White alone"," !!Total:!!Renter occupied:!!Householder who is Black or African American alone","Annotation of  !!Total:!!Renter occupied:!!Householder who is Black or African American alone"," !!Total:!!Renter occupied:!!Householder who is American Indian and Alaska Native alone","Annotation of  !!Total:!!Renter occupied:!!Householder who is American Indian and Alaska Native alone"," !!Total:!!Renter occupied:!!Householder who is Asian alone","Annotation of  !!Total:!!Renter occupied:!!Householder who is Asian alone"," !!Total:!!Renter occupied:!!Householder who is Native Hawaiian and Other Pacific Islander alone","Annotation of  !!Total:!!Renter occupied:!!Householder who is Native Hawaiian and Other Pacific Islander alone"," !!Total:!!Renter occupied:!!Householder who is Some Other Race alone","Annotation of  !!Total:!!Renter occupied:!!Householder who is Some Other Race alone"," !!Total:!!Renter occupied:!!Householder who is Two or More Races","Annotation of  !!Total:!!Renter occupied:!!Householder who is Two or More Races",
"860Z200US62349","ZCTA5 62349","250","null","206","null","199","null","2","null","1","null","0","null","0","null","0","null","4","null","44","null","41","null","0","null","0","null","0","null","0","null","1","null","2","null",
"860Z200US62351","ZCTA5 62351","701","null","574","null","564","null","0","null","0","null","2","null","0","null","1","null","7","null","127","null","122","null","1","null","0","null","0","null","0","null","1","null","3","null",
"860Z200US62352","ZCTA5 62352","89","null","65","null","61","null","1","null","1","null","0","null","0","null","1","null","1","null","24","null","20","null","1","null","0","null","0","null","0","null","0","null","3","null",
"860Z200US62353","ZCTA5 62353","1466","null","1080","null","1056","null","2","null","2","null","4","null","0","null","0","null","16","null","386","null","368","null","9","null","1","null","0","null","0","null","2","null","6","null",
"860Z200US62354","ZCTA5 62354","663","null","480","null","461","null","0","null","1","null","4","null","0","null","1","null","13","null","183","null","169","null","2","null","0","null","1","null","1","null","0","null","10","null",
"860Z200US62355","ZCTA5 62355","287","null","250","null","244","null","0","null","0","null","0","null","0","null","0","null","6","null","37","null","36","null","0","null","0","null","0","null","0","null","0","null","1","null",
"860Z200US62356","ZCTA5 62356","203","null","157","null","151","null","0","null","0","null","0","null","0","null","2","null","4","null","46","null","44","null","0","null","1","null","0","null","0","null","0","null","1","null",
"860Z200US62357","ZCTA5 62357","93","null","76","null","67","null","0","null","3","null","0","null","0","null","0","null","6","null","17","null","15","null","0","null","0","null","0","null","0","null","0","null","2","null",
"860Z200US62358","ZCTA5 62358","269","null","241","null","235","null","0","null","1","null","0","null","0","null","0","null","5","null","28","null","28","null","0","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US62359","ZCTA5 62359","67","null","56","null","54","null","0","null","0","null","0","null","0","null","0","null","2","null","11","null","7","null","0","null","1","null","0","null","0","null","0","null","3","null",
"860Z200US62360","ZCTA5 62360","631","null","507","null","494","null","1","null","0","null","2","null","0","null","0","null","10","null","124","null","108","null","0","null","0","null","0","null","0","null","2","null","14","null",
"860Z200US62361","ZCTA5 62361","166","null","147","null","142","null","0","null","0","null","1","null","0","null","1","null","3","null","19","null","18","null","0","null","0","null","0","null","0","null","1","null","0","null",
"860Z200US62362","ZCTA5 62362","183","null","143","null","137","null","0","null","0","null","0","null","0","null","2","null","4","null","40","null","35","null","0","null","0","null","0","null","0","null","0","null","5","null",
"860Z200US62363","ZCTA5 62363","2416","null","1788","null","1746","null","0","null","1","null","0","null","0","null","5","null","36","null","628","null","588","null","4","null","4","null","2","null","0","null","6","null","24","null",
"860Z200US62365","ZCTA5 62365","217","null","178","null","172","null","0","null","3","null","0","null","0","null","0","null","3","null","39","null","37","null","1","null","0","null","0","null","0","null","0","null","1","null",
"860Z200US62366","ZCTA5 62366","539","null","422","null","413","null","0","null","0","null","2","null","0","null","2","null","5","null","117","null","111","null","0","null","0","null","0","null","0","null","0","null","6","null",
"860Z200US62367","ZCTA5 62367","457","null","379","null","370","null","2","null","0","null","0","null","1","null","0","null","6","null","78","null","76","null","0","null","1","null","0","null","0","null","0","null","1","null",
"860Z200US62370","ZCTA5 62370","169","null","146","null","138","null","0","null","1","null","1","null","0","null","3","null","3","null","23","null","18","null","3","null","0","null","0","null","0","null","0","null","2","null",
"860Z200US62373","ZCTA5 62373","135","null","120","null","119","null","0","null","1","null","0","null","0","null","0","null","0","null","15","null","15","null","0","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US62374","ZCTA5 62374","125","null","114","null","110","null","0","null","0","null","0","null","0","null","0","null","4","null","11","null","10","null","0","null","0","null","0","null","0","null","0","null","1","null",
"860Z200US62375","ZCTA5 62375","128","null","114","null","113","null","0","null","0","null","0","null","0","null","0","null","1","null","14","null","13","null","0","null","0","null","0","null","0","null","0","null","1","null",
"860Z200US62376","ZCTA5 62376","498","null","370","null","354","null","1","null","0","null","1","null","0","null","0","null","14","null","128","null","116","null","1","null","1","null","0","null","0","null","1","null","9","null",
"860Z200US62378","ZCTA5 62378","354","null","298","null","291","null","0","null","1","null","0","null","0","null","0","null","6","null","56","null","55","null","0","null","0","null","0","null","0","null","0","null","1","null",
"860Z200US62379","ZCTA5 62379","814","null","687","null","666","null","2","null","1","null","1","null","0","null","1","null","16","null","127","null","117","null","1","null","0","null","1","null","0","null","1","null","7","null",
"860Z200US62380","ZCTA5 62380","139","null","116","null","115","null","0","null","0","null","0","null","0","null","0","null","1","null","23","null","19","null","0","null","1","null","1","null","0","null","0","null","2","null",
"860Z200US62401","ZCTA5 62401","8243","null","5838","null","5631","null","6","null","1","null","31","null","0","null","28","null","141","null","2405","null","2173","null","38","null","12","null","28","null","0","null","47","null","107","null",
"860Z200US62410","ZCTA5 62410","360","null","309","null","306","null","0","null","0","null","1","null","2","null","0","null","0","null","51","null","49","null","0","null","1","null","0","null","0","null","0","null","1","null",
"860Z200US62411","ZCTA5 62411","1746","null","1422","null","1374","null","1","null","3","null","3","null","0","null","8","null","33","null","324","null","304","null","3","null","1","null","3","null","0","null","2","null","11","null",
"860Z200US62413","ZCTA5 62413","163","null","151","null","148","null","0","null","0","null","0","null","0","null","0","null","3","null","12","null","10","null","0","null","0","null","0","null","0","null","0","null","2","null",
"860Z200US62414","ZCTA5 62414","750","null","617","null","606","null","2","null","0","null","0","null","0","null","0","null","9","null","133","null","126","null","0","null","1","null","0","null","0","null","0","null","6","null",
"860Z200US62417","ZCTA5 62417","1170","null","899","null","865","null","4","null","2","null","1","null","2","null","6","null","19","null","271","null","247","null","6","null","1","null","0","null","0","null","3","null","14","null",
"860Z200US62418","ZCTA5 62418","794","null","636","null","627","null","1","null","0","null","1","null","0","null","0","null","7","null","158","null","144","null","0","null","3","null","1","null","0","null","0","null","10","null",
"860Z200US62419","ZCTA5 62419","158","null","135","null","133","null","0","null","1","null","0","null","0","null","0","null","1","null","23","null","19","null","2","null","1","null","0","null","0","null","0","null","1","null",
"860Z200US62420","ZCTA5 62420","1790","null","1424","null","1384","null","1","null","0","null","2","null","1","null","3","null","33","null","366","null","351","null","2","null","1","null","0","null","0","null","2","null","10","null",
"860Z200US62421","ZCTA5 62421","276","null","252","null","245","null","0","null","0","null","0","null","0","null","1","null","6","null","24","null","21","null","1","null","2","null","0","null","0","null","0","null","0","null",
"860Z200US62422","ZCTA5 62422","460","null","362","null","344","null","1","null","0","null","3","null","0","null","1","null","13","null","98","null","91","null","0","null","0","null","1","null","0","null","0","null","6","null",
"860Z200US62423","ZCTA5 62423","276","null","252","null","246","null","1","null","1","null","1","null","0","null","0","null","3","null","24","null","24","null","0","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US62424","ZCTA5 62424","855","null","740","null","729","null","0","null","1","null","2","null","0","null","0","null","8","null","115","null","107","null","3","null","0","null","3","null","0","null","1","null","1","null",
"860Z200US62425","ZCTA5 62425","229","null","212","null","209","null","0","null","0","null","1","null","0","null","0","null","2","null","17","null","13","null","0","null","1","null","1","null","0","null","0","null","2","null",
"860Z200US62426","ZCTA5 62426","400","null","347","null","327","null","1","null","2","null","2","null","0","null","2","null","13","null","53","null","51","null","0","null","0","null","0","null","0","null","0","null","2","null",
"860Z200US62427","ZCTA5 62427","642","null","566","null","544","null","4","null","0","null","1","null","0","null","1","null","16","null","76","null","75","null","0","null","0","null","0","null","0","null","0","null","1","null",
"860Z200US62428","ZCTA5 62428","1282","null","1034","null","996","null","3","null","0","null","3","null","1","null","1","null","30","null","248","null","228","null","2","null","3","null","0","null","0","null","1","null","14","null",
"860Z200US62431","ZCTA5 62431","443","null","380","null","369","null","1","null","1","null","0","null","1","null","0","null","8","null","63","null","59","null","0","null","0","null","0","null","0","null","2","null","2","null",
"860Z200US62432","ZCTA5 62432","220","null","197","null","192","null","0","null","0","null","1","null","0","null","0","null","4","null","23","null","23","null","0","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US62433","ZCTA5 62433","385","null","321","null","317","null","0","null","0","null","0","null","0","null","0","null","4","null","64","null","59","null","0","null","0","null","0","null","0","null","2","null","3","null",
"860Z200US62434","ZCTA5 62434","136","null","124","null","122","null","0","null","0","null","0","null","0","null","0","null","2","null","12","null","12","null","0","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US62436","ZCTA5 62436","231","null","206","null","189","null","2","null","3","null","3","null","1","null","0","null","8","null","25","null","22","null","1","null","0","null","0","null","0","null","0","null","2","null",
"860Z200US62438","ZCTA5 62438","127","null","109","null","104","null","0","null","0","null","0","null","0","null","0","null","5","null","18","null","18","null","0","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US62439","ZCTA5 62439","3073","null","2151","null","2052","null","18","null","2","null","2","null","0","null","9","null","68","null","922","null","842","null","18","null","1","null","6","null","0","null","9","null","46","null",
"860Z200US62440","ZCTA5 62440","484","null","429","null","400","null","4","null","2","null","3","null","0","null","5","null","15","null","55","null","49","null","2","null","1","null","0","null","0","null","2","null","1","null",
"860Z200US62441","ZCTA5 62441","3070","null","2189","null","2125","null","1","null","5","null","7","null","0","null","4","null","47","null","881","null","828","null","2","null","4","null","4","null","0","null","8","null","35","null",
"860Z200US62442","ZCTA5 62442","967","null","764","null","730","null","1","null","3","null","1","null","0","null","6","null","23","null","203","null","194","null","1","null","0","null","0","null","0","null","3","null","5","null",
"860Z200US62443","ZCTA5 62443","606","null","542","null","527","null","0","null","0","null","0","null","0","null","3","null","12","null","64","null","59","null","1","null","1","null","0","null","0","null","1","null","2","null",
"860Z200US62444","ZCTA5 62444","140","null","114","null","109","null","1","null","0","null","0","null","0","null","0","null","4","null","26","null","25","null","1","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US62445","ZCTA5 62445","363","null","312","null","302","null","0","null","1","null","2","null","0","null","0","null","7","null","51","null","46","null","1","null","0","null","0","null","0","null","0","null","4","null",
"860Z200US62446","ZCTA5 62446","152","null","138","null","137","null","1","null","0","null","0","null","0","null","0","null","0","null","14","null","14","null","0","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US62447","ZCTA5 62447","1231","null","1028","null","994","null","1","null","1","null","2","null","1","null","4","null","25","null","203","null","194","null","1","null","1","null","0","null","0","null","1","null","6","null",
"860Z200US62448","ZCTA5 62448","2359","null","1934","null","1885","null","5","null","4","null","4","null","0","null","2","null","34","null","425","null","407","null","3","null","0","null","1","null","0","null","4","null","10","null",
"860Z200US62449","ZCTA5 62449","1248","null","1059","null","1035","null","1","null","1","null","1","null","0","null","1","null","20","null","189","null","174","null","0","null","2","null","1","null","0","null","3","null","9","null",
"860Z200US62450","ZCTA5 62450","5086","null","3512","null","3392","null","2","null","5","null","15","null","0","null","19","null","79","null","1574","null","1443","null","16","null","10","null","10","null","0","null","10","null","85","null",
"860Z200US62451","ZCTA5 62451","870","null","726","null","710","null","0","null","0","null","2","null","1","null","0","null","13","null","144","null","137","null","0","null","0","null","0","null","0","null","1","null","6","null",
"860Z200US62452","ZCTA5 62452","170","null","148","null","145","null","0","null","1","null","0","null","0","null","1","null","1","null","22","null","22","null","0","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US62454","ZCTA5 62454","4183","null","3148","null","2993","null","14","null","10","null","16","null","1","null","20","null","94","null","1035","null","970","null","13","null","1","null","6","null","1","null","6","null","38","null",
"860Z200US62458","ZCTA5 62458","878","null","730","null","715","null","0","null","0","null","0","null","0","null","1","null","14","null","148","null","146","null","0","null","0","null","0","null","0","null","0","null","2","null",
"860Z200US62459","ZCTA5 62459","108","null","88","null","85","null","0","null","1","null","1","null","0","null","0","null","1","null","20","null","17","null","0","null","1","null","0","null","0","null","1","null","1","null",
"860Z200US62460","ZCTA5 62460","424","null","338","null","320","null","1","null","1","null","0","null","0","null","1","null","15","null","86","null","77","null","3","null","0","null","1","null","0","null","1","null","4","null",
"860Z200US62461","ZCTA5 62461","311","null","263","null","252","null","1","null","1","null","0","null","0","null","0","null","9","null","48","null","44","null","0","null","0","null","1","null","0","null","0","null","3","null",
"860Z200US62462","ZCTA5 62462","405","null","359","null","351","null","0","null","0","null","0","null","0","null","2","null","6","null","46","null","42","null","1","null","0","null","0","null","0","null","0","null","3","null",
"860Z200US62463","ZCTA5 62463","467","null","375","null","368","null","3","null","0","null","0","null","0","null","2","null","2","null","92","null","84","null","0","null","0","null","0","null","0","null","0","null","8","null",
"860Z200US62464","ZCTA5 62464","44","null","43","null","43","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US62465","ZCTA5 62465","366","null","324","null","322","null","0","null","0","null","0","null","0","null","0","null","2","null","42","null","42","null","0","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US62466","ZCTA5 62466","843","null","686","null","664","null","2","null","1","null","0","null","0","null","1","null","18","null","157","null","143","null","5","null","1","null","4","null","1","null","0","null","3","null",
"860Z200US62467","ZCTA5 62467","1369","null","1224","null","1215","null","0","null","0","null","1","null","0","null","1","null","7","null","145","null","140","null","0","null","1","null","1","null","0","null","0","null","3","null",
"860Z200US62468","ZCTA5 62468","1044","null","847","null","827","null","1","null","0","null","2","null","0","null","4","null","13","null","197","null","191","null","0","null","1","null","0","null","0","null","1","null","4","null",
"860Z200US62469","ZCTA5 62469","161","null","132","null","123","null","0","null","0","null","1","null","0","null","2","null","6","null","29","null","28","null","0","null","1","null","0","null","0","null","0","null","0","null",
"860Z200US62471","ZCTA5 62471","3508","null","2505","null","2432","null","5","null","6","null","6","null","0","null","5","null","51","null","1003","null","948","null","9","null","6","null","1","null","0","null","6","null","33","null",
"860Z200US62473","ZCTA5 62473","516","null","461","null","439","null","0","null","0","null","5","null","0","null","3","null","14","null","55","null","54","null","0","null","1","null","0","null","0","null","0","null","0","null",
"860Z200US62474","ZCTA5 62474","309","null","257","null","254","null","0","null","0","null","0","null","0","null","1","null","2","null","52","null","47","null","2","null","0","null","0","null","0","null","0","null","3","null",
"860Z200US62475","ZCTA5 62475","123","null","113","null","111","null","1","null","0","null","0","null","0","null","0","null","1","null","10","null","9","null","0","null","0","null","0","null","0","null","0","null","1","null",
"860Z200US62476","ZCTA5 62476","676","null","578","null","568","null","0","null","1","null","0","null","0","null","1","null","8","null","98","null","96","null","0","null","0","null","0","null","0","null","1","null","1","null",
"860Z200US62477","ZCTA5 62477","360","null","306","null","296","null","1","null","0","null","0","null","0","null","1","null","8","null","54","null","45","null","1","null","1","null","0","null","0","null","4","null","3","null",
"860Z200US62478","ZCTA5 62478","139","null","129","null","127","null","0","null","0","null","0","null","0","null","1","null","1","null","10","null","10","null","0","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US62479","ZCTA5 62479","310","null","271","null","268","null","0","null","0","null","1","null","0","null","0","null","2","null","39","null","38","null","0","null","0","null","0","null","0","null","1","null","0","null",
"860Z200US62480","ZCTA5 62480","274","null","216","null","209","null","1","null","2","null","0","null","0","null","0","null","4","null","58","null","55","null","0","null","1","null","1","null","0","null","0","null","1","null",
"860Z200US62481","ZCTA5 62481","134","null","119","null","112","null","0","null","2","null","1","null","0","null","0","null","4","null","15","null","12","null","0","null","1","null","0","null","0","null","1","null","1","null",
"860Z200US62501","ZCTA5 62501","1005","null","880","null","846","null","4","null","2","null","2","null","1","null","3","null","22","null","125","null","123","null","1","null","0","null","0","null","0","null","0","null","1","null",
"860Z200US62510","ZCTA5 62510","714","null","532","null","520","null","1","null","0","null","0","null","0","null","0","null","11","null","182","null","174","null","0","null","1","null","0","null","0","null","0","null","7","null",
"860Z200US62512","ZCTA5 62512","169","null","141","null","138","null","0","null","0","null","0","null","0","null","0","null","3","null","28","null","28","null","0","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US62513","ZCTA5 62513","672","null","522","null","499","null","3","null","3","null","1","null","0","null","5","null","11","null","150","null","137","null","2","null","0","null","0","null","1","null","2","null","8","null",
"860Z200US62514","ZCTA5 62514","106","null","93","null","93","null","0","null","0","null","0","null","0","null","0","null","0","null","13","null","13","null","0","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US62515","ZCTA5 62515","353","null","282","null","270","null","1","null","0","null","1","null","0","null","1","null","9","null","71","null","65","null","1","null","1","null","0","null","0","null","0","null","4","null",
"860Z200US62517","ZCTA5 62517","91","null","72","null","65","null","2","null","0","null","0","null","0","null","0","null","5","null","19","null","19","null","0","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US62518","ZCTA5 62518","172","null","139","null","135","null","1","null","0","null","0","null","0","null","1","null","2","null","33","null","31","null","0","null","0","null","0","null","0","null","1","null","1","null",
"860Z200US62519","ZCTA5 62519","39","null","39","null","38","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US62520","ZCTA5 62520","625","null","534","null","497","null","4","null","4","null","1","null","1","null","2","null","25","null","91","null","84","null","1","null","0","null","1","null","0","null","0","null","5","null",
"860Z200US62521","ZCTA5 62521","14830","null","10563","null","9191","null","915","null","26","null","53","null","4","null","62","null","312","null","4267","null","2384","null","1533","null","8","null","45","null","1","null","44","null","252","null",
"860Z200US62522","ZCTA5 62522","6007","null","3617","null","2896","null","545","null","4","null","19","null","3","null","28","null","122","null","2390","null","1143","null","1045","null","10","null","19","null","1","null","26","null","146","null",
"860Z200US62523","ZCTA5 62523","348","null","22","null","13","null","8","null","0","null","0","null","0","null","0","null","1","null","326","null","199","null","112","null","1","null","2","null","0","null","0","null","12","null",
"860Z200US62526","ZCTA5 62526","14368","null","8177","null","6575","null","1125","null","16","null","70","null","5","null","79","null","307","null","6191","null","3428","null","2160","null","13","null","174","null","7","null","64","null","345","null",
"860Z200US62530","ZCTA5 62530","637","null","497","null","470","null","8","null","0","null","0","null","0","null","5","null","14","null","140","null","125","null","4","null","0","null","2","null","0","null","2","null","7","null",
"860Z200US62531","ZCTA5 62531","749","null","590","null","571","null","1","null","1","null","3","null","0","null","0","null","14","null","159","null","148","null","0","null","0","null","0","null","0","null","3","null","8","null",
"860Z200US62532","ZCTA5 62532","51","null","43","null","43","null","0","null","0","null","0","null","0","null","0","null","0","null","8","null","8","null","0","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US62533","ZCTA5 62533","399","null","309","null","302","null","0","null","0","null","0","null","1","null","0","null","6","null","90","null","85","null","0","null","0","null","0","null","0","null","1","null","4","null",
"860Z200US62534","ZCTA5 62534","487","null","386","null","378","null","0","null","1","null","2","null","0","null","2","null","3","null","101","null","99","null","1","null","0","null","0","null","0","null","0","null","1","null",
"860Z200US62535","ZCTA5 62535","1385","null","1219","null","1051","null","23","null","4","null","96","null","0","null","7","null","38","null","166","null","144","null","6","null","0","null","10","null","0","null","0","null","6","null",
"860Z200US62536","ZCTA5 62536","343","null","323","null","312","null","2","null","2","null","1","null","0","null","0","null","6","null","20","null","19","null","0","null","0","null","0","null","0","null","0","null","1","null",
"860Z200US62537","ZCTA5 62537","73","null","69","null","58","null","0","null","0","null","0","null","0","null","1","null","10","null","4","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US62538","ZCTA5 62538","139","null","112","null","107","null","0","null","0","null","1","null","0","null","0","null","4","null","27","null","26","null","0","null","0","null","0","null","0","null","0","null","1","null",
"860Z200US62539","ZCTA5 62539","498","null","405","null","387","null","1","null","0","null","2","null","0","null","1","null","14","null","93","null","91","null","1","null","0","null","0","null","0","null","0","null","1","null",
"860Z200US62540","ZCTA5 62540","627","null","468","null","451","null","0","null","1","null","0","null","0","null","0","null","16","null","159","null","145","null","0","null","1","null","1","null","0","null","3","null","9","null",
"860Z200US62541","ZCTA5 62541","24","null","18","null","17","null","1","null","0","null","0","null","0","null","0","null","0","null","6","null","6","null","0","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US62543","ZCTA5 62543","199","null","154","null","152","null","0","null","0","null","1","null","0","null","0","null","1","null","45","null","42","null","0","null","0","null","0","null","0","null","0","null","3","null",
"860Z200US62544","ZCTA5 62544","719","null","589","null","568","null","1","null","2","null","0","null","1","null","4","null","13","null","130","null","119","null","0","null","0","null","1","null","0","null","1","null","9","null",
